at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T19:46:01-04:00,50,958071,1488825,0,0,0,0,12821224,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:01-04:00,50,958071,1488825,0,0,0,0,12779432,36827792,140768,9623624,0.00,0.00,1
2026-09-19T19:46:02-04:00,51,958071,1488825,0,0,0,0,12763824,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:02-04:00,51,958071,1488825,0,0,0,0,12739548,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:03-04:00,52,958071,1488825,0,0,0,0,12679840,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:03-04:00,52,958071,1488825,0,0,0,0,12638928,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:04-04:00,53,958071,1488825,0,0,0,0,12619928,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:04-04:00,53,958071,1488825,0,0,0,0,12577916,36827792,100652,9623772,0.00,0.00,1
2026-09-19T19:46:05-04:00,54,958071,1488825,0,0,0,0,12503308,36827792,100652,9623772,0.00,0.00,1
2026-09-19T19:46:05-04:00,54,958071,1488825,0,0,0,0,12502816,36827792,100652,9623772,0.00,0.00,1
2026-09-19T19:46:06-04:00,55,958071,1488825,0,0,0,0,12797500,36827792,100656,9623776,0.00,0.00,1
2026-09-19T19:46:06-04:00,55,958072,1488825,1,0,6,0,13067220,36827792,101328,9625360,0.00,0.00,1
2026-09-19T19:46:07-04:00,56,958072,1488825,0,0,1,0,12987324,36827792,101396,9625400,0.00,0.00,1
2026-09-19T19:46:07-04:00,56,958072,1488825,0,0,0,0,12863480,36827792,101396,9625400,0.00,0.00,1
2026-09-19T19:46:08-04:00,57,958072,1488825,0,0,0,0,12863536,36827792,101396,9625400,0.00,0.00,1
2026-09-19T19:46:08-04:00,57,958072,1488825,0,0,0,0,12771584,36827792,101396,9625404,0.00,0.00,1
2026-09-19T19:46:09-04:00,58,958072,1488825,0,0,10,0,12590496,36827792,101396,9625888,0.00,0.00,1
2026-09-19T19:46:09-04:00,58,958072,1488825,0,0,0,0,12534924,36827792,68668,9625984,0.00,0.00,1
2026-09-19T19:46:10-04:00,59,958072,1488825,0,0,0,0,12484524,36827792,68668,9625972,0.00,0.00,1
2026-09-19T19:46:10-04:00,59,958072,1488825,0,0,0,0,12449620,36827792,68720,9626072,0.00,0.00,1
2026-09-19T19:46:11-04:00,60,958072,1488825,0,0,1,0,12430776,36827792,68720,9626680,0.00,0.00,1
2026-09-19T19:46:12-04:00,61,958072,1488825,0,0,0,0,12421088,36827792,68956,9626916,0.00,0.00,1
2026-09-19T19:46:12-04:00,61,958072,1488825,0,0,0,0,12362636,36827792,68956,9626916,0.00,0.00,1
2026-09-19T19:46:13-04:00,62,958072,1488825,0,0,0,0,12313000,36827792,68956,9626916,0.00,0.00,1
2026-09-19T19:46:13-04:00,62,958072,1488825,0,0,0,0,12263724,36827792,68956,9626916,0.00,0.00,1
2026-09-19T19:46:14-04:00,63,958072,1488825,0,0,0,0,12237132,36827792,68956,9626916,0.00,0.00,1
2026-09-19T19:46:14-04:00,63,958072,1488825,0,0,21,0,12116012,36827792,68960,9628264,0.00,0.00,1
2026-09-19T19:46:15-04:00,64,958072,1488825,0,0,0,0,12002548,36827792,21360,9628376,0.00,0.00,1
2026-09-19T19:46:15-04:00,64,958072,1488825,0,0,0,0,11936620,36827792,21364,9628380,0.00,0.00,1
2026-09-19T19:46:16-04:00,65,958072,1488825,0,0,0,0,11885964,36827792,21368,9628380,0.00,0.00,1
2026-09-19T19:46:16-04:00,65,958072,1488825,0,0,0,0,11858596,36827792,21368,9628380,0.00,0.00,1
2026-09-19T19:46:17-04:00,66,958072,1488825,0,0,0,0,11852812,36827792,21368,9628388,0.00,0.00,1
2026-09-19T19:46:17-04:00,66,958072,1488825,0,0,0,0,11831008,36827792,21368,9628388,0.00,0.00,1
2026-09-19T19:46:18-04:00,67,958072,1488825,0,0,0,0,11739200,36827792,21368,9628388,0.00,0.00,1
2026-09-19T19:46:18-04:00,67,958072,1488825,0,0,0,0,11697160,36827792,21368,9628388,0.00,0.00,1
2026-09-19T19:46:19-04:00,68,958072,1488825,0,0,0,0,11668748,36827792,21368,9628388,0.00,0.00,1
2026-09-19T19:46:19-04:00,68,958072,1488825,0,0,0,0,11515940,36827792,21368,9628692,0.00,0.00,1
2026-09-19T19:46:20-04:00,69,958073,1488825,1,0,1,0,11316528,36827792,12992,9633216,0.00,0.00,1
2026-09-19T19:46:20-04:00,69,958073,1488825,0,0,1,0,10983324,36827792,13000,9633200,0.00,0.00,1
2026-09-19T19:46:21-04:00,70,958073,1488825,0,0,22,0,10864956,36827792,13056,9634328,0.00,0.00,1
2026-09-19T19:46:21-04:00,70,958073,1488825,0,0,0,0,10836732,36827792,13072,9634328,0.00,0.00,1
2026-09-19T19:46:22-04:00,71,958073,1488825,0,0,0,0,10829796,36827792,13072,9634332,0.00,0.00,1
2026-09-19T19:46:22-04:00,71,958073,1488825,0,0,0,0,10812116,36827792,13072,9634332,0.00,0.00,1
